"Year","Period","Geo Level","State","State ANSI","category","Domain","use","chem_name","chem_num","Value","measurement"
2021,"YEAR","STATE","FLORIDA","12"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","SPINETORAM",110007,"57","PCT OF AREA BEARING, AVG"
2021,"YEAR","STATE","FLORIDA","12"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","SPIROMESIFEN",24875,NA,"PCT OF AREA BEARING, AVG"
2021,"YEAR","STATE","FLORIDA","12"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","SULFOXAFLOR",5210,NA,"PCT OF AREA BEARING, AVG"
2021,"YEAR","STATE","FLORIDA","12"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","THIAMETHOXAM",60109,NA,"PCT OF AREA BEARING, AVG"
2021,"YEAR","STATE","FLORIDA","12"," BEARING - TREATED ","CHEMICAL"," INSECTICIDE","CHEMICAL",NA,"62","PCT OF AREA BEARING, AVG"
2021,"YEAR","STATE","FLORIDA","12"," BEARING - TREATED ","CHEMICAL"," OTHER","ACIBENZOLAR-S-METHYL",61402,NA,"PCT OF AREA BEARING, AVG"
2021,"YEAR","STATE","FLORIDA","12"," BEARING - TREATED ","CHEMICAL"," OTHER","CYTOKININS",116801,NA,"PCT OF AREA BEARING, AVG"
2021,"YEAR","STATE","FLORIDA","12"," BEARING - TREATED ","CHEMICAL"," OTHER","ETHEPHON",99801,NA,"PCT OF AREA BEARING, AVG"
2021,"YEAR","STATE","FLORIDA","12"," BEARING - TREATED ","CHEMICAL"," OTHER","INDOLEBUTYRIC ACID",46701,NA,"PCT OF AREA BEARING, AVG"
2021,"YEAR","STATE","FLORIDA","12"," BEARING - TREATED ","CHEMICAL"," OTHER","METAM-POTASSIUM",39002,NA,"PCT OF AREA BEARING, AVG"
2021,"YEAR","STATE","FLORIDA","12"," BEARING - TREATED ","CHEMICAL"," OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009",6800,NA,"PCT OF AREA BEARING, AVG"
2021,"YEAR","STATE","FLORIDA","12"," BEARING - TREATED ","CHEMICAL"," OTHER","CHEMICAL",NA,"49","PCT OF AREA BEARING, AVG"
2021,"YEAR","STATE","FLORIDA","12"," FRESH MARKET - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$"
2021,"YEAR","STATE","FLORIDA","12"," FRESH MARKET UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"CWT"
2021,"YEAR","STATE","FLORIDA","12"," NOT SOLD - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"0","CWT"
2021,"YEAR","STATE","FLORIDA","12"," PROCESSING - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$"
2021,"YEAR","STATE","FLORIDA","12"," PROCESSING UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"CWT"
2021,"YEAR","STATE","FLORIDA","12"," UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"2,830,000","CWT"
2021,"YEAR","STATE","OTHER STATES",NA," ACRES HARVESTED","TOTAL",NA,"NOT SPECIFIED",NA,"0",NA
2021,"YEAR","STATE","OTHER STATES",NA," ACRES PLANTED","TOTAL",NA,"NOT SPECIFIED",NA,"0",NA
2021,"YEAR","STATE","OTHER STATES",NA," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"0","$"
2021,"YEAR","STATE","OTHER STATES",NA," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"0","CWT"
2021,"YEAR","STATE","OTHER STATES",NA," YIELD ","TOTAL",NA,"NOT SPECIFIED",NA,"0","CWT / ACRE"
2021,"YEAR","STATE","OTHER STATES",NA," FRESH MARKET - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"3,253,959,000","$"
2021,"YEAR","STATE","OTHER STATES",NA," FRESH MARKET UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"22,697,900","CWT"
2021,"YEAR","STATE","OTHER STATES",NA," NOT SOLD - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"0","CWT"
2021,"YEAR","STATE","OTHER STATES",NA," PROCESSING - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"330,001,000","$"
2021,"YEAR","STATE","OTHER STATES",NA," PROCESSING UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"5,156,800","CWT"
2021,"YEAR","STATE","OTHER STATES",NA," UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"0","CWT"
2020,"MARKETING YEAR","NATIONAL","US TOTAL",NA," PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,"97.1","$ / CWT"
2020,"MARKETING YEAR","NATIONAL","US TOTAL",NA," FRESH MARKET - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,"111","$ / CWT"
2020,"MARKETING YEAR","NATIONAL","US TOTAL",NA," PROCESSING - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,"38.1","$ / CWT"
2020,"MARKETING YEAR","STATE","CALIFORNIA","06"," PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,"93.1","$ / CWT"
2020,"MARKETING YEAR","STATE","CALIFORNIA","06"," FRESH MARKET - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$ / CWT"
2020,"MARKETING YEAR","STATE","CALIFORNIA","06"," PROCESSING - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$ / CWT"
2020,"MARKETING YEAR","STATE","FLORIDA","12"," PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,"139","$ / CWT"
2020,"MARKETING YEAR","STATE","FLORIDA","12"," FRESH MARKET - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$ / CWT"
2020,"MARKETING YEAR","STATE","FLORIDA","12"," PROCESSING - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$ / CWT"
2020,"MARKETING YEAR","STATE","OTHER STATES",NA," PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,"0","$ / CWT"
2020,"MARKETING YEAR","STATE","OTHER STATES",NA," FRESH MARKET - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,"111","$ / CWT"
2020,"MARKETING YEAR","STATE","OTHER STATES",NA," PROCESSING - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,"38.1","$ / CWT"
2020,"YEAR","NATIONAL","US TOTAL",NA," ACRES HARVESTED","TOTAL",NA,"NOT SPECIFIED",NA,"49,300",NA
2020,"YEAR","NATIONAL","US TOTAL",NA," ACRES PLANTED","TOTAL",NA,"NOT SPECIFIED",NA,"49,700",NA
2020,"YEAR","NATIONAL","US TOTAL",NA," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"2,591,759,000","$"
2020,"YEAR","NATIONAL","US TOTAL",NA," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"26,740,000","CWT"
2020,"YEAR","NATIONAL","US TOTAL",NA," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"1,337,000","TONS"
2020,"YEAR","NATIONAL","US TOTAL",NA," YIELD ","TOTAL",NA,"NOT SPECIFIED",NA,"542","CWT / ACRE"
2020,"YEAR","NATIONAL","US TOTAL",NA," YIELD ","TOTAL",NA,"NOT SPECIFIED",NA,"27.12","TONS / ACRE"
2020,"YEAR","NATIONAL","US TOTAL",NA," FRESH MARKET - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"2,404,152,000","$"
2020,"YEAR","NATIONAL","US TOTAL",NA," FRESH MARKET UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"21,756,400","CWT"
2020,"YEAR","NATIONAL","US TOTAL",NA," NOT SOLD - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"55,800","CWT"
2020,"YEAR","NATIONAL","US TOTAL",NA," PROCESSING - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"187,607,000","$"
2020,"YEAR","NATIONAL","US TOTAL",NA," PROCESSING UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"4,927,800","CWT"
2020,"YEAR","NATIONAL","US TOTAL",NA," UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"26,684,200","CWT"
2020,"YEAR","NATIONAL","US TOTAL",NA," UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"1,334,210","TONS"
2020,"YEAR","STATE","CALIFORNIA","06"," ACRES HARVESTED","TOTAL",NA,"NOT SPECIFIED",NA,"37,600",NA
2020,"YEAR","STATE","CALIFORNIA","06"," ACRES PLANTED","TOTAL",NA,"NOT SPECIFIED",NA,"38,000",NA
2020,"YEAR","STATE","CALIFORNIA","06"," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"2,267,175,000","$"
2020,"YEAR","STATE","CALIFORNIA","06"," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"24,400,000","CWT"
2020,"YEAR","STATE","CALIFORNIA","06"," YIELD ","TOTAL",NA,"NOT SPECIFIED",NA,"650","CWT / ACRE"
2020,"YEAR","STATE","CALIFORNIA","06"," FRESH MARKET - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$"
2020,"YEAR","STATE","CALIFORNIA","06"," FRESH MARKET UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"CWT"
2020,"YEAR","STATE","CALIFORNIA","06"," NOT SOLD - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"48,800","CWT"
2020,"YEAR","STATE","CALIFORNIA","06"," PROCESSING - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$"
2020,"YEAR","STATE","CALIFORNIA","06"," PROCESSING UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"CWT"
2020,"YEAR","STATE","CALIFORNIA","06"," UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"24,351,200","CWT"
2020,"YEAR","STATE","FLORIDA","12"," ACRES HARVESTED","TOTAL",NA,"NOT SPECIFIED",NA,"11,700",NA
2020,"YEAR","STATE","FLORIDA","12"," ACRES PLANTED","TOTAL",NA,"NOT SPECIFIED",NA,"11,700",NA
2020,"YEAR","STATE","FLORIDA","12"," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"324,584,000","$"
2020,"YEAR","STATE","FLORIDA","12"," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"2,340,000","CWT"
2020,"YEAR","STATE","FLORIDA","12"," YIELD ","TOTAL",NA,"NOT SPECIFIED",NA,"200","CWT / ACRE"
2020,"YEAR","STATE","FLORIDA","12"," FRESH MARKET - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$"
2020,"YEAR","STATE","FLORIDA","12"," FRESH MARKET UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"CWT"
2020,"YEAR","STATE","FLORIDA","12"," NOT SOLD - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"7,000","CWT"
2020,"YEAR","STATE","FLORIDA","12"," PROCESSING - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$"
2020,"YEAR","STATE","FLORIDA","12"," PROCESSING UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"CWT"
2020,"YEAR","STATE","FLORIDA","12"," UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"2,333,000","CWT"
2020,"YEAR","STATE","OTHER STATES",NA," ACRES HARVESTED","TOTAL",NA,"NOT SPECIFIED",NA,"0",NA
2020,"YEAR","STATE","OTHER STATES",NA," ACRES PLANTED","TOTAL",NA,"NOT SPECIFIED",NA,"0",NA
2020,"YEAR","STATE","OTHER STATES",NA," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"0","$"
2020,"YEAR","STATE","OTHER STATES",NA," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"0","CWT"
2020,"YEAR","STATE","OTHER STATES",NA," YIELD ","TOTAL",NA,"NOT SPECIFIED",NA,"0","CWT / ACRE"
2020,"YEAR","STATE","OTHER STATES",NA," FRESH MARKET - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"2,404,152,000","$"
2020,"YEAR","STATE","OTHER STATES",NA," FRESH MARKET UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"21,756,400","CWT"
2020,"YEAR","STATE","OTHER STATES",NA," NOT SOLD - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"0","CWT"
2020,"YEAR","STATE","OTHER STATES",NA," PROCESSING - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"187,607,000","$"
2020,"YEAR","STATE","OTHER STATES",NA," PROCESSING UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"4,927,800","CWT"
2020,"YEAR","STATE","OTHER STATES",NA," UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"0","CWT"
2019,"MARKETING YEAR","NATIONAL","US TOTAL",NA," PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,"115","$ / CWT"
2019,"MARKETING YEAR","NATIONAL","US TOTAL",NA," FRESH MARKET - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,"130","$ / CWT"
2019,"MARKETING YEAR","NATIONAL","US TOTAL",NA," PROCESSING - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,"52.8","$ / CWT"
2019,"MARKETING YEAR","STATE","CALIFORNIA","06"," PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,"110","$ / CWT"
2019,"MARKETING YEAR","STATE","CALIFORNIA","06"," FRESH MARKET - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$ / CWT"
2019,"MARKETING YEAR","STATE","CALIFORNIA","06"," PROCESSING - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$ / CWT"
2019,"MARKETING YEAR","STATE","FLORIDA","12"," PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,"152","$ / CWT"
2019,"MARKETING YEAR","STATE","FLORIDA","12"," FRESH MARKET - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$ / CWT"
2019,"MARKETING YEAR","STATE","FLORIDA","12"," PROCESSING - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,NA,"$ / CWT"
2019,"MARKETING YEAR","STATE","OTHER STATES",NA," FRESH MARKET - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,"130","$ / CWT"
2019,"MARKETING YEAR","STATE","OTHER STATES",NA," PROCESSING - PRICE RECEIVED ","TOTAL",NA,"NOT SPECIFIED",NA,"52.8","$ / CWT"
2019,"YEAR","NATIONAL","US TOTAL",NA," ACRES HARVESTED","TOTAL",NA,"NOT SPECIFIED",NA,"45,400",NA
2019,"YEAR","NATIONAL","US TOTAL",NA," ACRES PLANTED","TOTAL",NA,"NOT SPECIFIED",NA,"45,800",NA
2019,"YEAR","NATIONAL","US TOTAL",NA," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"2,749,961,000","$"
2019,"YEAR","NATIONAL","US TOTAL",NA," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"23,980,000","CWT"
2019,"YEAR","NATIONAL","US TOTAL",NA," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"1,199,000","TONS"
2019,"YEAR","NATIONAL","US TOTAL",NA," YIELD ","TOTAL",NA,"NOT SPECIFIED",NA,"528","CWT / ACRE"
2019,"YEAR","NATIONAL","US TOTAL",NA," YIELD ","TOTAL",NA,"NOT SPECIFIED",NA,"26.41","TONS / ACRE"
2019,"YEAR","NATIONAL","US TOTAL",NA," FRESH MARKET - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"2,501,482,000","$"
2019,"YEAR","NATIONAL","US TOTAL",NA," FRESH MARKET UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"19,251,000","CWT"
2019,"YEAR","NATIONAL","US TOTAL",NA," NOT SOLD - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"21,300","CWT"
2019,"YEAR","NATIONAL","US TOTAL",NA," PROCESSING - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"248,479,000","$"
2019,"YEAR","NATIONAL","US TOTAL",NA," PROCESSING UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"4,707,700","CWT"
2019,"YEAR","NATIONAL","US TOTAL",NA," UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"23,958,700","CWT"
2019,"YEAR","NATIONAL","US TOTAL",NA," UTILIZED - PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"1,197,935","TONS"
2019,"YEAR","STATE","CALIFORNIA","06"," ACRES HARVESTED","TOTAL",NA,"NOT SPECIFIED",NA,"34,900",NA
2019,"YEAR","STATE","CALIFORNIA","06"," ACRES PLANTED","TOTAL",NA,"NOT SPECIFIED",NA,"35,300",NA
2019,"YEAR","STATE","CALIFORNIA","06"," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"2,342,148,000","$"
2019,"YEAR","STATE","CALIFORNIA","06"," PRODUCTION ","TOTAL",NA,"NOT SPECIFIED",NA,"21,300,000","CWT"
2019,"YEAR","STATE","CALIFORNIA","06"," YIELD ","TOTAL",NA,"NOT SPECIFIED",NA,"610","CWT / ACRE"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN",128810,"5,500","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS MBI 600",129082,"(NA)","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",16482,"(NA)","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","BACILLUS PUMILUS",6485,"(NA)","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","BACILLUS SUBT. GB03",129068,"(NA)","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","BACILLUS SUBTILIS",6479,"(NA)","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","BLAD",30006,"1,200","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","BORAX DECAHYDRATE",11102,"300","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","BOSCALID",128008,"6,200","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19",6544,"(NA)","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","CAPTAN",81301,"283,500","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","COPPER HYDROXIDE",23401,NA,"LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","COPPER OCTANOATE",23306,NA,"LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","CYFLUFENAMID",555550,"400","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","CYPRODINIL",288202,"16,600","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","DIFENOCONAZOLE",128847,"900","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","FENHEXAMID",90209,"15,000","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","FLUDIOXONIL",71503,"11,100","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","FLUOPYRAM",80302,"3,900","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","FLUXAPYROXAD",138009,"3,900","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","FOSETYL-AL",123301,"34,200","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","ISOFETAMID",270000,NA,"LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","MEFENOXAM",113502,"9,300","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","MONO-POTASSIUM SALT",76416,NA,"LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","MYCLOBUTANIL",128857,"5,600","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","PENTHIOPYRAD",90112,"7,000","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","POLYOXIN D ZINC SALT",230000,"1,400","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","POTASSIUM BICARBON.",73508,"11,300","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","PROPICONAZOLE",122101,"1,600","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","PYRACLOSTROBIN",99100,"7,400","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","PYRIMETHANIL",288201,"9,300","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","QUINOLINE",55459,"4,800","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","STREPTOMYCES LYDICUS",6327,"(NA)","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","SULFUR",77501,"686,000","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","TETRACONAZOLE",120603,"600","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL",102001,"3,300","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","THIRAM",79801,"90,900","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","CHEMICAL",NA,"1,233,500","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","TRICHODERMA HARZ.",119202,"(NA)","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","TRIFLOXYSTROBIN",129112,"4,200","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," FUNGICIDE","TRIFLUMIZOLE",128879,"7,200","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," HERBICIDE","CARFENTRAZONE-ETHYL",128712,"200","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," HERBICIDE","FLUMIOXAZIN",129034,"1,100","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," HERBICIDE","GLUFOSINATE-AMMONIUM",128850,NA,"LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," HERBICIDE","GLYPHOSATE ISO. SALT",103601,NA,"LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," HERBICIDE","GLYPHOSATE POT. SALT",103613,NA,"LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," HERBICIDE","NAPROPAMIDE",103001,NA,"LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," HERBICIDE","OXYFLUORFEN",111601,"1,300","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," HERBICIDE","PARAQUAT",61601,NA,"LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," HERBICIDE","PENDIMETHALIN",108501,"5,500","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," HERBICIDE","SULFENTRAZONE",129081,NA,"LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," HERBICIDE","CHEMICAL",NA,"10,200","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," INSECTICIDE","ABAMECTIN",122804,"500","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," INSECTICIDE","ACEQUINOCYL",6329,"5,400","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," INSECTICIDE","ACETAMIPRID",99050,"2,800","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," INSECTICIDE","AZADIRACHTIN",121701,"800","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," INSECTICIDE","BEAUVERIA BASSIANA",128924,"(NA)","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," INSECTICIDE","BIFENAZATE",586,"17,900","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," INSECTICIDE","BIFENTHRIN",128825,"7,300","LB"
2019,"YEAR","STATE","CALIFORNIA","06"," BEARING - APPLICATIONS ","CHEMICAL"," INSECTICIDE","BT KURSTAK ABTS-1857",6523,"(NA)","LB"
